seller_id,seller_city,seller_state,total_orders,total_items_sold,total_revenue,avg_item_value,late_delivery_items,late_delivery_rate,avg_review_score,seller_risk_level
80ceebb4ee9b31afb6c6a916a574a1e2,londrina,PR,1,1,6922.21,6922.21,1,100.0,,high
c7b7db6c8f3c64a7cc1afa634db21d50,sao paulo,SP,1,1,1511.86,1511.86,1,100.0,1.0,high
04843805947f0fc584fc1969b6e50fe7,ivoti,RS,1,2,1474.76,737.38,2,100.0,5.0,high
8e670472e453ba34a379331513d6aab1,juiz de fora,MG,1,1,1083.96,1083.96,1,100.0,1.0,high
6524b847b982cd56bb5d4b02b776ee42,campinas,SP,1,2,834.94,417.47,2,100.0,4.0,high
1b4b28463457a256e9a784ebe2a8f630,piracicaba,SP,1,1,715.34,715.34,1,100.0,1.0,high
685b870da5b52a710782c9c0fefbeb5b,sao bernardo do campo,SP,2,2,670.98,335.49,2,100.0,2.0,high
f524ad65d7e0f1daab730ef2d2e86196,soledade,RS,1,2,609.5,304.75,2,100.0,1.0,high
c13ef0cfbe42f190780f621ce81f2234,sao paulo sp,SP,1,1,451.28,451.28,1,100.0,3.0,high
2a73cba571d90c694b7caca072ccf6ce,sao caetano do sul,SP,1,2,381.48,190.74,2,100.0,5.0,high
c611f4ce9ce875bcc063fa97fd4d7d12,atibaia,SP,1,1,332.25,332.25,1,100.0,4.0,high
13d95f0f6f73943d4ceffad0fc2cd32c,goiania,GO,1,1,309.32,309.32,1,100.0,3.0,high
984c273121e743dd14767befe6cb17f5,americana,SP,1,1,280.91,280.91,1,100.0,1.0,high
2a50b7ee5aebecc6fd0ff9784a4747d6,brasilia,DF,1,2,264.24,132.12,2,100.0,1.0,high
efb628aa07c8ca93d7db0d85b91a4f5a,nova iguacu,RJ,1,1,262.1,262.1,1,100.0,4.0,high
d1a5cc844736958c11b8efab9a2b4c87,curitiba,PR,1,1,254.01,254.01,1,100.0,1.0,high
edf3fabebcc20f7463cc9c53da932ea8,sao paulo,SP,1,1,244.02,244.02,1,100.0,4.0,high
586a871d4f1221763fddb6ceefdeb95e,porto alegre,RS,1,2,239.48,119.74,2,100.0,1.0,high
9da15f4a4ea758d9eeb49000dbe57e22,osasco,SP,1,1,234.61,234.61,1,100.0,2.0,high
d8dd176509baa37f359644d082bf7f7b,sao caetano do sul,SP,2,2,229.9,114.95,2,100.0,1.5,high
19484c79cef6c062cb177aa4ef2fcc3c,valinhos,SP,1,1,212.06,212.06,1,100.0,1.0,high
51a04a8a6bdcb23deccc82b0b80742cf,braganca paulista,SP,1,1,199.92,199.92,1,100.0,1.0,high
9c57bc60cfad5ee62d35d3f1ce4593a1,curitiba,PR,1,1,195.43,195.43,1,100.0,1.0,high
05ca864204d09595ae591b93ea9cf93d,barueri,SP,1,1,188.42,188.42,1,100.0,5.0,high
be1e9e378700cecaa4ebf71433d7915c,ribeirao preto,SP,2,2,157.51,78.76,2,100.0,3.0,high
781a66c0d89e30814d49fe8b5e14cd07,campinas,SP,1,1,136.3,136.3,1,100.0,1.0,high
d1aa1ec0839dcab73a6161130eb1f94a,curitiba,PR,1,1,136.04,136.04,1,100.0,4.0,high
9bf11dfc0bec77e5a23028043c3c5a8f,contagem,MG,1,1,132.06,132.06,1,100.0,1.0,high
271b8923c6a549e02d3c9fd1f8c0422b,praia grande,SP,1,1,118.59,118.59,1,100.0,4.0,high
154bdf805377afea75a3bd158e9eab10,ibitinga,SP,1,1,109.72,109.72,1,100.0,1.0,high
6d04126aba80df143fd038e711b8fd96,rio de janeiro,RJ,1,1,108.86,108.86,1,100.0,1.0,high
da2782c804606d2a5d8e1760dbb3e7ec,sao paulo,SP,1,1,103.37,103.37,1,100.0,1.0,high
ca5832c6960267b71041f74bb39e8b12,xanxere,SC,1,1,97.71,97.71,1,100.0,1.0,high
3da38366e7bd9baf6369071f782ecdf0,fortaleza,CE,1,1,86.43,86.43,1,100.0,1.0,high
9ef932e837d8b7f392c0bfee9d359dc2,ibitinga,SP,1,1,79.56,79.56,1,100.0,3.0,high
7c462184585ae80bd6e5774c62ce50f2,campinas,SP,1,2,77.64,38.82,2,100.0,3.0,high
9ac75591b69c3402684b6ce0310f22ee,sao paulo,SP,1,1,69.67,69.67,1,100.0,5.0,high
ebe3dabc4955c9b0d695e7bda38bf5c3,ribeirao preto,SP,1,1,66.89,66.89,1,100.0,3.0,high
63704069d9bd3a75c1cf59babe56004a,jundiai,SP,1,1,66.69,66.69,1,100.0,1.0,high
8629a7efec1aab257e58cda559f03ba7,goiania,GO,1,1,64.11,64.11,1,100.0,1.0,high
535bf14f36346c7f59d87cece104d70c,rio de janeiro,RJ,1,1,57.77,57.77,1,100.0,4.0,high
df683dfda87bf71ac3fc63063fba369d,farroupilha,RS,1,1,55.95,55.95,1,100.0,1.0,high
1f2eebc0e970fd3c463e4f5d9652687a,sao paulo,SP,1,1,53.47,53.47,1,100.0,5.0,high
bcd2d7510d58e293f20fad6438c1b314,curitiba,PR,1,1,39.46,39.46,1,100.0,,high
bc8c8d665ec4664d286be0d521722b19,sao paulo,SP,1,1,30.82,30.82,1,100.0,2.0,high
20f0aeea30bc3b8c4420be8ced4226c0,santa barbara d'oeste,SP,1,1,29.42,29.42,1,100.0,,high
344223b2a90784f64136a8a5da012e7f,gaspar,SC,1,1,27.69,27.69,1,100.0,2.0,high
8d92f3ea807b89465643c219455e7369,sao paulo,SP,3,8,252.77,31.6,7,87.5,1.0,high
ec8463980a4e0ea9f8517aea1ed0c419,florianopolis,SC,2,8,357.96,44.75,6,75.0,5.0,high
08cdbae123ff67ca4e36d9d641ce0119,uba,MG,4,7,4676.05,668.01,5,71.43,2.43,high
327b89b872c14d1c0be7235ef4871685,manaus,AM,3,3,1258.8,419.6,2,66.67,2.33,high
633ecdf879b94b5337cca303328e4a25,sao paulo,SP,6,6,1125.49,187.58,4,66.67,1.8,high
a435b009cd956ea60748b5cfbddf2e24,franca,SP,3,3,406.39,135.46,2,66.67,4.33,high
bcc9dd23e2a8bd8267cf92b19304a1b9,ibitinga,SP,3,3,246.22,82.07,2,66.67,2.33,high
e5bd51692380fd8cabb19b756b95e714,santo andre,SP,3,3,153.04,51.01,2,66.67,2.33,high
324583d68897f5ddbaf38f6248322176,sao jose do rio preto,SP,2,3,127.99,42.66,2,66.67,1.0,high
427165bf50f8ca07efc7bdc2bfcf1688,americana,SP,5,5,1692.9,338.58,3,60.0,3.2,high
8d899e15a5925f097cca50faa49b15e3,sao roque,SP,4,10,795.98,79.6,6,60.0,2.5,high
8fec2e460530482132c436cfb5439925,laranjal paulista,SP,3,5,548.61,109.72,3,60.0,3.8,high
fcf16b7a8697e559f0123190bb30177d,sao paulo,SP,3,7,1552.57,221.8,4,57.14,3.14,high
b1b3948701c5c72445495bd161b83a4c,sao paulo,SP,18,18,25185.49,1399.19,9,50.0,1.72,high
961dff0a659b4561334372337dd897d9,rio de janeiro,RJ,4,4,10082.56,2520.64,2,50.0,3.75,high
0873d9f8f36123f8d910f4760e788cfb,barueri,SP,6,6,7426.65,1237.78,3,50.0,3.17,high
c004e5ea15737026cecaee0447e00b75,sao paulo,SP,2,2,4874.32,2437.16,1,50.0,1.0,high
8c3b533c63cca56240f94f1e3a6b18ef,belo horizonte,MG,5,8,4301.77,537.72,4,50.0,1.33,high
dd4d95ba2d15c071e6c695e2ef6ce169,cachoeiro de itapemirim,ES,4,4,1962.41,490.6,2,50.0,4.25,high
5b97c06a046398e7005b2b7c0d707a92,joao pinheiro,MG,4,4,1769.59,442.4,2,50.0,3.25,high
17eea220a40cc0d2c0c5346379682398,sao paulo,SP,4,4,1512.99,378.25,2,50.0,3.75,high
700f03c207639c22d933381ff60b35c2,barretos,SP,4,4,1326.31,331.58,2,50.0,4.0,high
a20d8058c866dbaeca014d2cd20ac62e,sao jose dos campos,SP,2,2,1238.9,619.45,1,50.0,5.0,high
528bcf6680c36dddf07620bd35b33a6f,sao paulo,SP,2,2,1013.84,506.92,1,50.0,4.5,high
c8025364abeecb115431bf95c11a747f,porto alegre,RS,2,2,971.28,485.64,1,50.0,4.5,high
0d83f8e03188682112cc0d93523705cc,porto alegre,RS,4,8,820.57,102.57,4,50.0,2.75,high
8e29d051f810eb22959ede205b462b9f,mirassol,SP,2,2,813.28,406.64,1,50.0,4.0,high
1352e06ae67b410cdae0b2a22361167b,rio de janeiro,RJ,4,4,765.22,191.31,2,50.0,2.33,high
791cfcfe22fe4a771ece27f90017da92,ribeirao preto,SP,2,2,653.75,326.88,1,50.0,1.5,high
70125af26c2d6d4ef401a1d02ae7701f,goiania,GO,5,8,629.62,78.7,4,50.0,4.63,high
6219ba2359cfb97f2e38fd4c321eb309,sao paulo,SP,6,6,590.55,98.43,3,50.0,3.4,high
038b75b729c8a9a04b0d07cba7eabe86,sao jose dos campos,SP,2,2,557.85,278.93,1,50.0,3.5,high
5275ca25d0358ca73864e0ae41be1320,guarulhos,SP,4,4,478.82,119.71,2,50.0,4.75,high
a11a0e0ca67423425691db355cff69b0,indaiatuba,SP,2,2,476.98,238.49,1,50.0,5.0,high
4e42581f08e8cfc7c090f930bac4552a,portoferreira,SP,3,4,453.8,113.45,2,50.0,1.0,high
12a8eb0f8d1cd3270695bf2a99f55966,sao paulo,SP,2,2,436.67,218.34,1,50.0,3.5,high
4e85b538b0dad58852641540686d0e14,sao jose dos campos,SP,4,4,436.34,109.09,2,50.0,3.75,high
559d56f3b8f0bc2e5a9a62fe2ce2a39f,joinville,SC,2,2,433.72,216.86,1,50.0,2.5,high
f7315bb81aea4ddca2d39e249a801c98,guarulhos,SP,2,2,430.08,215.04,1,50.0,4.5,high
12c2ed9cded6138cf0c75f525f565fc7,praia grande,SP,4,4,366.01,91.5,2,50.0,4.25,high
5ca5d579b5857ee8709479b1047cecc3,sao paulo,SP,2,2,363.88,181.94,1,50.0,1.0,high
f682e0f848abafc6f41e0d4e868c66ef,mairipora,SP,2,2,304.0,152.0,1,50.0,3.5,high
fb8904a8ea99f8831b64ce27db2c1765,sao caetano do sul,SP,2,2,302.36,151.18,1,50.0,4.5,high
85ecf03781da592876b7844acc1b729f,sao paulo,SP,2,2,294.9,147.45,1,50.0,4.5,high
8ccf3cf69651cc1d8a02c8bfaf3b8568,rio claro,SP,2,2,288.63,144.32,1,50.0,3.5,high
05e107217c7266362fd44b75b2cd4cc4,sao paulo - sp,SP,5,8,275.39,34.42,4,50.0,4.13,high
7d484ca289afaac6bf5fc6a1e96d2226,campo grande,MS,2,2,248.42,124.21,1,50.0,4.0,high
5659d77e8d90378e39b960ad5956f64e,taubate,SP,2,2,213.13,106.57,1,50.0,2.5,high
9dd459b29a14bf89d47183cf2cd0e4c7,sao paulo,SP,2,2,198.82,99.41,1,50.0,5.0,high
a154d7316f158bb42e6fa18bbe3afd3a,sao paulo,SP,2,2,190.13,95.07,1,50.0,3.0,high
0daf5180aa44356f60f8effa533b55a2,goiania,GO,2,2,183.63,91.82,1,50.0,5.0,high
8e4f041ff58e7845456d3482524014b3,porto alegre,RS,2,2,182.39,91.2,1,50.0,3.0,high
553a440137d6e0cf776aee0bb83ac9f5,limeira,SP,2,2,175.14,87.57,1,50.0,1.0,high
7c4adcc13272c0e26fa23aac642adb7b,sao goncalo,RJ,2,2,165.63,82.82,1,50.0,3.0,high
391bbd13b6452244774beff1824006ed,campinas,SP,2,2,163.2,81.6,1,50.0,1.0,high
ab91571efab27993ff2f6b36e38055c3,sao paulo,SP,3,4,158.93,39.73,2,50.0,4.75,high
e88165a185134e13fdfc85d4fa654db8,ferraz de  vasconcelos,SP,2,2,149.22,74.61,1,50.0,3.0,high
d8d9567d0bfb0bc7eb845a205ba42657,sao paulo,SP,4,4,134.31,33.58,2,50.0,3.5,high
253c025bab43881055aeecde5e2d8b77,curitiba,PR,2,2,124.33,62.17,1,50.0,4.5,high
05aebce0b5c8f0d41b29b686f2d05fd3,sao paulo,SP,2,2,120.88,60.44,1,50.0,5.0,high
e4f121bf6ef8b9a1d4d3e65dd0473fab,sao jose do rio preto,SP,2,2,106.46,53.23,1,50.0,3.0,high
9b1f656ca3060f8af17a50d8a024b533,santos,SP,2,2,88.68,44.34,1,50.0,5.0,high
20d53aad4fe5ee93a64f8839609d3586,santa rita do sapucai,MG,2,2,86.44,43.22,1,50.0,2.5,high
26f6b7ab07be3e9e69ce82a6552efc19,rio de janeiro,RJ,2,2,80.75,40.38,1,50.0,3.0,high
2709af9587499e95e803a6498a5a56e9,sao paulo,SP,26,47,1859.02,39.55,23,48.94,2.57,high
fce62094ffe6a4009188ec44e681dfdd,sao paulo,SP,4,11,3452.63,313.88,5,45.45,3.18,high
c42fd8e4d47dfb18ce5222f2dd7752f9,osasco,SP,7,11,628.63,57.15,5,45.45,4.0,high
95b293867b5862941c9cd74f756a3c68,sao paulo,SP,9,9,746.22,82.91,4,44.44,3.56,high
538caafddff204241cecbf3a02e6b3cf,sao paulo,SP,9,9,246.49,27.39,4,44.44,2.56,high
c37b2059d4f90d4feead554e5246565e,sao paulo,SP,12,16,1061.28,66.33,7,43.75,3.75,high
30c7f28fd3a5897b2c82d152bb760c17,niteroi,RJ,7,7,2503.16,357.59,3,42.86,1.67,high
6cf476a4ca74498db55cbccdaa9dcfb6,sao paulo,SP,6,7,1125.5,160.79,3,42.86,2.71,high
ce20a2ec1514c25e16f2b5b39bc818f0,sao paulo,SP,4,7,496.03,70.86,3,42.86,4.86,high
38e6dada03429a47197d5d584d793b41,sao paulo,SP,7,12,803.05,66.92,5,41.67,3.33,high
397c4d0c005b6f41f90098ac724e28cb,santo andre,SP,5,5,8622.37,1724.47,2,40.0,4.4,high
3e8bd881d92466e63ba9e3e809cd3c50,rio de janeiro,RJ,9,10,2450.25,245.03,4,40.0,4.22,high
f9d010e39375d9c91dce3f40b73a2f84,lorena,SP,4,5,1350.14,270.03,2,40.0,3.0,high
4deebb3199eeafb282ae33229144f94b,sao paulo,SP,4,5,921.49,184.3,2,40.0,3.4,high
02d35243ea2e497335cd0f076b45675d,natal,RN,14,16,6399.95,400.0,6,37.5,2.69,high
f76a3b1349b6df1ee875d1f3fa4340f0,sao paulo,SP,24,24,4748.98,197.87,9,37.5,3.46,high
4c61e37f664c3c88aff092aa5ac779d7,niteroi,RJ,7,8,908.17,113.52,3,37.5,4.0,high
5acd070dd3fe441bbb2ec1f1ede515ee,jundiai,SP,7,8,886.37,110.8,3,37.5,2.75,high
ec2e006556300a79a5a91e4876ab3a56,sao paulo,SP,4,8,191.24,23.91,3,37.5,1.38,high
02dcd3e8e25bee036e32512bcf175493,contagem,MG,14,19,1986.65,104.56,7,36.84,3.32,high
13fa2a6c6b9d0f43cb588d7c82117a12,sao paulo,SP,9,11,5196.41,472.4,4,36.36,4.09,high
312ba1d77e9c332ef21f9598b7f64cd7,guarulhos,SP,9,11,951.39,86.49,4,36.36,2.91,high
c990d6cf976a5718aaedc539f383ab88,paulinia,SP,10,11,341.99,31.09,4,36.36,3.18,high
26e2c91ef821e1ff8985f408788fe35b,ibitinga,SP,12,14,1923.87,137.42,5,35.71,3.0,high
cb41bfbcbda0aea354a834ab222f9a59,sao paulo,SP,12,12,4888.68,407.39,4,33.33,3.33,high
f6122bc84774df1b372bdb3bb88ddb9f,barueri,SP,3,3,4874.36,1624.79,1,33.33,3.67,high
1d0997ff06b524ce9289ffd75114ecd3,recife,PE,3,3,3873.57,1291.19,1,33.33,3.67,high
244b04680fdbded0acf5aebd9c92b44a,jundiai,SP,3,3,3616.51,1205.5,1,33.33,1.0,high
5b35136197710e16ac5e7b7c2bd4ea85,rio de janeiro,RJ,7,9,3350.29,372.25,3,33.33,2.56,high
d3dcf0604eabf0224fbd5948b5e02f69,sao paulo,SP,9,9,3067.41,340.82,3,33.33,3.89,high
e64d65bc8dbec2accda90c58de5d1246,rio claro,SP,12,12,1899.96,158.33,4,33.33,3.08,high
44f091b5abab8018f682fce8124b85e5,sao paulo,SP,6,6,1787.71,297.95,2,33.33,2.5,high
714b9a1332840f257b49f476bea4e341,monte alto,SP,6,6,1658.09,276.35,2,33.33,3.33,high
47648caee88ccfe951fbb27fbf7b4cbe,diadema,SP,3,3,1632.99,544.33,1,33.33,3.67,high
9da1ca0bef29ee170e541927a5aeabdc,votuporanga,SP,6,6,1612.03,268.67,2,33.33,3.0,high
973f21788dfab357250f69a8dcb7ddee,claudio,MG,10,21,1445.65,68.84,7,33.33,2.33,high
f5fea3ffed6c2e889bab72705557c63a,rio de janeiro,RJ,3,3,1328.18,442.73,1,33.33,3.67,high
4fb41dff7c50136976d1a5cf004a42e2,feira de santana,BA,3,3,1296.77,432.26,1,33.33,4.0,high
2379bdc3888025689a9deb7b141507d5,mogi mirim,SP,9,9,1125.61,125.07,3,33.33,4.33,high
a67780aba9dd436e7ac0aa1f889e73ec,presidente prudente,SP,6,6,1041.04,173.51,2,33.33,3.67,high
9e9b539eb2806acee3f5c28085c1db9f,contagem,MG,3,3,1039.47,346.49,1,33.33,3.67,high
8a40ae794fa3f9892cee24bd5af0488b,curitiba,PR,6,6,946.26,157.71,2,33.33,3.17,high
1099a00e0ee3a50935e6c2447ca090c5,rio de janeiro,RJ,3,3,910.83,303.61,1,33.33,3.67,high
52956b80ae65fda598f06f6b9943e7a9,maringa,PR,3,3,858.85,286.28,1,33.33,4.0,high
2ba91c7ad80ff88b23b7db823b43c233,itu,SP,6,6,840.33,140.06,2,33.33,3.83,high
b0b346d3a89f5eb4c2968af3f083cd43,campinas,SP,11,12,826.6,68.88,4,33.33,3.08,high
191d55f7edb8524d525ed01b20fe32e8,brasilia,DF,3,3,812.8,270.93,1,33.33,2.33,high
8759e7aedd644f487315e5860962f162,santo andre,SP,3,3,793.34,264.45,1,33.33,3.67,high
3d3ccf2b2f8134b10dce9dd446f0e075,ibitinga,SP,3,3,750.53,250.18,1,33.33,3.33,high
8a207b6080964f3c1fc9d35bd6096ba4,jaci,SP,2,3,730.04,243.35,1,33.33,5.0,high
b87a7ea0c30fad2dd6781b74a0064859,sao paulo,SP,9,9,637.75,70.86,3,33.33,3.44,high
eb9cd5b35d95206585e2185318cb5c61,sao paulo,SP,2,3,611.55,203.85,1,33.33,2.33,high
35857757f553273b1056c1cabdace7fb,ribeirao preto,SP,6,6,573.34,95.56,2,33.33,4.0,high
5e49e3a44bdeb5aab2684258bbd4f525,balenario camboriu,SC,3,3,559.77,186.59,1,33.33,4.67,high
4b98b0428fc1932cc2514ef9ce2505e6,taboao da serra,SP,2,3,519.53,173.18,1,33.33,2.33,high
042573af89b6d931f672efaf789d8358,sorocaba,SP,3,3,478.57,159.52,1,33.33,3.67,high
b56828a9f9027f3c918c04ca720d9e3c,praia grande,SP,3,3,471.61,157.2,1,33.33,2.67,high
62760d278921b5f352461620d68a9cee,salto,SP,3,3,450.1,150.03,1,33.33,3.67,high
03bd479e1d9484cdb14104d3023f7321,uberlandia,MG,3,3,417.42,139.14,1,33.33,4.33,high
48bad451945f5227341793478d6353ea,sao paulo,SP,3,3,384.49,128.16,1,33.33,4.0,high
32f1bb9dfa65bc7df5c0d9d95a616be4,sao paulo,SP,5,6,332.17,55.36,2,33.33,3.4,high
aa762680c40618316a896838866140ea,curitiba,PR,3,3,323.46,107.82,1,33.33,3.33,high
9539213aa8e023c01937bef95dc006da,sao paulo,SP,9,9,319.04,35.45,3,33.33,4.56,high
31be790e64fc99f8ff48ec2bd18a3104,sao bernardo do campo,SP,6,6,313.68,52.28,2,33.33,4.33,high
ebef8d8c92b4fd3226e5d407bbff21ac,ribeirao preto,SP,3,3,302.06,100.69,1,33.33,2.67,high
92c8bc6e8f925792247656fed09aad65,sao paulo,SP,3,3,299.57,99.86,1,33.33,2.33,high
88ae906ea2acf6971f26c3e8b7cb4357,sao paulo,SP,3,3,288.01,96.0,1,33.33,3.33,high
269c5fc9fcadee614364c3620c30a1f9,guarulhos,SP,3,6,254.72,42.45,2,33.33,5.0,high
3442f8959a84dea7ee197c632cb2df15,campinas,SP,3,3,246.6,82.2,1,33.33,3.0,high
3d700782d7818f2c1e0d7a9e9d75fc00,sertanopolis,SP,3,3,235.11,78.37,1,33.33,3.67,high
8fbe2ee446b97e128471be4ce983dc0d,sorocaba,SP,3,3,188.5,62.83,1,33.33,3.0,high
578fa3a9cb6b6dceab39231ad59cdaca,fortaleza,CE,3,3,187.2,62.4,1,33.33,3.67,high
e82de6494d91d3c4c54450f59b227a94,ibitinga,SP,3,3,157.7,52.57,1,33.33,5.0,high
13dd308f81fea30cc670c656b2b46cc3,santa barbara d'oeste,SP,3,3,151.14,50.38,1,33.33,5.0,high
0dfbed20065e425d2eaefb101f9816c0,porto ferreira,SP,3,3,133.6,44.53,1,33.33,2.67,high
60da8bfa7eebe230b7d66ac4082d79b3,fernando prestes,SP,3,3,125.27,41.76,1,33.33,4.33,high
b8d890108a7a80e4f5d59eea9f362438,curitiba,PR,2,3,124.29,41.43,1,33.33,3.33,high
c1d1ebb4745cc43cb6f05e9c8a705c9a,sao paulo,SP,3,3,77.17,25.72,1,33.33,2.33,high
ede0c03645598cdfc63ca8237acbe73d,ribeirao preto,SP,46,50,3269.87,65.4,16,32.0,3.62,high
821fb029fc6e495ca4f08a35d51e53a5,sao paulo,SP,28,29,20740.25,715.18,9,31.03,3.43,high
0417b067eeab773d2f7061a726dc477f,sao bento do sul,SC,13,13,2501.75,192.44,4,30.77,3.92,high
5b581417df4480f632484ba681e53944,florianopolis,SC,12,13,2376.3,182.79,4,30.77,3.31,high
d9e7e7778b32987280a6f2cb9a39c57d,sao paulo,SP,11,13,986.39,75.88,4,30.77,3.15,high
7210cd29727d674c00741e5e387b3ccd,sao paulo,SP,9,13,874.18,67.24,4,30.77,3.69,high
54965bbe3e4f07ae045b90b0b8541f52,foz do iguacu,PR,78,86,13164.84,153.08,26,30.23,2.94,high
835f0f7810c76831d6c7d24c7a646d4d,sao paulo,SP,44,50,6094.03,121.88,15,30.0,3.3,high
7f152321c60a266edc53af1925ef96c1,criciuma,SC,20,20,4471.92,223.6,6,30.0,3.8,high
e1b12447a7563944843191754aeb5562,guarulhos,SP,9,10,599.13,59.91,3,30.0,4.5,high
8bd0e3abda539b9479c4b44a691be1ec,tres de maio,RS,7,14,911.66,65.12,4,28.57,1.93,high
b5abf4f36adc043117b4fca82c22984c,brasilia,DF,11,12,1531.79,127.65,3,25.0,2.42,high
b43d8b707f887a30f4675391098354a0,ipira,SP,3,4,1526.76,381.69,1,25.0,2.5,high
eebb3372362aa9a46975164bed19a7e7,sao paulo,SP,7,8,711.32,88.92,2,25.0,2.29,high
ecccfa2bb93b34a3bf033cc5d1dcdc69,curitiba,PR,15,19,1601.35,84.28,4,21.05,2.33,high
4dc646b9b9e8e411ef48ba000ea3ac6f,valinhos,SP,4,5,353.26,70.65,1,20.0,2.4,high
5bc55dbe2f12b6af6d83ed46023e0dc8,coronel fabriciano,MG,17,21,3409.38,162.35,4,19.05,2.33,high
1ca7077d890b907f89be8c954a02686a,santana de parnaiba,SP,115,137,15001.43,109.5,25,18.25,2.2,high
fa74b2f3287d296e9fbd2cc80f2d1cf1,presidente prudente,SP,11,11,2635.68,239.61,2,18.18,2.36,high
6ee85be3693ed79a8e80718743d80655,sao paulo,SP,9,13,655.32,50.41,2,15.38,1.92,high
6f1a1263039c76e68f40a8e536b1da6a,sao paulop,SP,4,7,356.84,50.98,1,14.29,2.14,high
4e8dacf3d38f281ae26c3e0321d92d88,sao paulo,SP,10,15,2861.11,190.74,2,13.33,2.47,high
4b1eaadf791bdbbad8c4a35b65236d52,ribeirao preto,SP,8,8,1962.82,245.35,1,12.5,2.0,high
71271995e85f5b8530be99ed54a91b89,porto alegre,RS,8,8,896.83,112.1,1,12.5,2.5,high
cf8ab1616079e2793aa29d524df01bb1,sao paulo,SP,9,9,15150.37,1683.37,1,11.11,2.0,high
7fdb0720c8d7c9075538b365dc8c3a22,toledo,PR,9,10,2288.31,228.83,1,10.0,2.4,high
40db9e9aa57f7bb151bcda6b0f9bdbb7,recife,PE,12,12,23823.99,1985.33,1,8.33,2.36,high
b37c4c02bda3161a7546a4e6d222d5b2,sao paulo,SP,4,15,24487.6,1632.51,1,6.67,1.4,high
4342d4b2ba6b161468c63a7e7cfce593,rio de janeiro,RJ,20,20,3163.31,158.17,1,5.0,1.26,high
2528744c5ef5d955adc318720a94d2e7,jundiai,SP,5,5,6508.7,1301.74,0,0.0,2.4,high
8ff38bc3969e67c36c48343a07090f66,sao paulo,SP,2,8,3859.56,482.45,0,0.0,2.5,high
052577151711aec5c744fe12e66db3e1,rodeio,SC,4,4,2970.42,742.61,0,0.0,2.25,high
1444c08e64d55fb3c25f0f09c07ffcf2,lauro de freitas,BA,1,1,2818.74,2818.74,0,0.0,1.0,high
ffff564a4f9085cd26170f4732393726,campinas,SP,20,20,1770.86,88.54,0,0.0,2.1,high
5151aea44289d6c6b090ee31c2132508,marilia,SP,7,7,1482.47,211.78,0,0.0,1.83,high
c88f62b4c386a59281014d677864d016,arapongas,PR,1,1,1350.5,1350.5,0,0.0,1.0,high
90d4125885ab6c86e8820a722be71974,taboao da serra,SP,3,5,1342.95,268.59,0,0.0,1.0,high
6bef34c5be6f2bbd70aa5165f6df94b1,timbo,SC,2,2,1330.88,665.44,0,0.0,2.0,high
432c67955c0acd1fd6b0b5d678766a71,sao paulo,SP,3,3,1288.41,429.47,0,0.0,2.33,high
1b65c144b17e607c0f37f10bb7dfec8d,rio do sul,SC,5,5,1254.35,250.87,0,0.0,2.0,high
f0563bacf40c311f1c4d3d6b67b8a7a7,tubarao,SC,1,1,1227.78,1227.78,0,0.0,1.0,high
